,Reviews,Sentiment,Sentiment_Type
3046,`` ba108 dxb-lhr club world seat 10g . nice seat bother anyone stepping also right next loo cw kitchen great access snack . also front cabin got plane nice speedily . food good nice vegetarian pasta main course . plus afternoon tea got offered plenty scone people surprisingly n't want ! `` ; ;,1,Positive
3047,`` bru-lhr-yyz : club europe - club world '' ; ;,-1,Negative
3048,`` lax-lhr-lax april return may 14. another chance try a380 product seemed well online check bag drop sensible loading air bridge lax boarded self important flight attendant decided check boarding pass ensure right plane right day . checked way along . still even pitiful attitude could dampen sterling job done pair flight attendant . gave mixed fleet good name . got everything needed trip return . wtp food ok thing trip lax sector reverted back legacy staff . disaster . staff tried around half way flight woman spoke brogue guess eire arrived take charge declared bar closed . snack crisp etc . half way long flight ? ba claim bar service snack available throughout flight . clearly telling lie . poor creature shut thing counted everything . anyway ba wish lie u buying high life shop . cut way . sum ba staff really try make passenger ( customer ) enjoy experience '' ; ;,-1,Negative
3049,`` cpt-lhr-mad club . check-in cpt quick efficient . lounge elegant good choice snack food excellent selection south african wine . boarding announced lounge . boarding bit chaotic . seated first class section old 747. greeted name offered glass champagne charming member staff . departure arrival time . food beverage high quality standard . traveling husband table set could dine together using companion 's ottoman . entertainment ok-the small screen old first class . bed made staff using extra mattress . good night sleep comfortable bed . cabin crew excellent always smiling professional . lhr-mad refurbished 321. emergency exit seat lot space comfort . excellent cabin crew delivering outstanding service hot cold breakfast busy club europe cabin . greeted personally purser due frequent flyer status . overall impression excellent trip lot attention every detailed paid . indeed fly serve . `` ; ;,1,Positive
3050,`` outward heathrow 8th may ba543 bologna . return 10th may ba545 . flew return lhr bol . long time since flown ba reminded good . really fault aspect journey check staff cabin crew seat comfort . every aspect highly professional . impressed terminal 5 think creates excellent first impression britain . `` ; ;,1,Positive
3051,`` lhr cpt first ( 777 aircraft ) . concorde room always quiet private excellent bar service ( try restaurant ) wonderful view terrace ( plenty natural light ) . boarding separate bridge . warm welcome greeted name escorted seat smiling member staff . offered glass champagne wash bag night suit . departure arrival time . food beverage good ( excellent bloody mary ) . bed made staff extra mattress provided . good level comfort . entertainment good standard ( generally prefer sleep ) . staff brilliant always smiling discretely present serve . small hiccup hot breakfast morning ( explanation given ) . overall excellent trip high standard impressive cabin crew . `` ; ;,1,Positive
3052,`` flew man-lhr-yyz return . outward premium economy 777 plenty leg room good entertainment system food nice plenty option drink . cabin crew good . flew back yyz-lhr 747 upgraded premium economy club world cabin crew excellent . comfortable seat plenty option food drink . cabin crew attentive helpful friendly could n't asked better flight . everybody seems go ba find reasonable priced excellent fly . `` ; ;,1,Positive
3053,`` flew ba open-jaw route bru-lhr-lax returning one week later sfo-lhr-bru . bru-lhr a319 newly refurbished plane . paid seating selection week . day on-line check-in opened saw seat front plane became available economy traveller surcharge took one deplane quick possible ( plane landed little bit ahead schedule anyway ) . lhr-lax a380 really nice experience really smooth flight incredibly quiet upper-deck cabin . food bad long n't expect anything fancy economy . one complete meal take pre- arrival snack landing . 11 hour flight may seem enough passenger welcome pick snack galley flight well drink fixed demand . one negative spot flight : cabin really cold ! sfo-lhr still a380 departed little bit late due malfunction one door crew kept u informed situation . nice experience nice crew . lhr-bru a320 departed late stuck tarmac due high departure rate heathrow . captain kept u informed managed catch delay landing brussels . overall really nice experience wish would charge much seating selection online check . may nervous flyer need window seat n't want risk seating elsewhere . four leg cost 130 euro pre-paid seating could take account choosing ba another airline let choose free charge booking flight . besides wo n't hesitate fly ba future . `` ; ;,-1,Negative
3054,`` travelled lgw-mco-lgw route business really happy . great check check lgw priority security access . lounge superb . seat 777er outward 2j 2k fine changed 11e 11f return noticed outward enclosed . flat bed great service exceptional . flight left time arrived time . delta lounge mco bit dated served purpose cant complain . bit worried service reading review pleasantly surprised . well done ba . `` ; ;,1,Positive
3055,`` lhr-eze business class board b777 . tired old cabin old ife system . business class seat layout cramped uncomfortable forward rear facing seat . however cabin crew deserve praise excellent attention . `` ; ;,-1,Negative
3056,`` pisa-lgw . lounge pisa shared set rather nice . spacious colourful . comfortable seat . much better hanging around terminal . used time . plenty booze . mediocre snack . food . checked online . baggage drop . problem . plane parked tarmac . hike across hot sun ( made wish n't going home ) . annoying - whole point flying ba instead three bright white blue yellow plane irish airline 's plane parked next door - convenience . past time include use air-bridge . ( ba cut wonder ) plane newish a319 - pushed back minute - left bang time . clean tidy including wash-rooms . seat rather old worn - comfortable seat 1 1 c. afternoon tea served board - nothing exceptional ( lot one sort meal ) - wife driving landed happily drank three gin 's . fa 's pleasant friendly . even offered 4th g & declined . good experience . ( seat could much better though ) . landed ahead schedule . `` ; ;,1,Positive
3057,`` flew heathrow istanbul ba 767 crew club europe accommodating service . start finish flight ensured passenger club europe received upmost service . although 767 starting show age prefer version club europe seat compared new configuration rolled airbus . least seat 767 comfortable & plenty space row compared new version pitch economy . catering good great choice meal select service speedy accommodating drink etc .. '' ; ;,-1,Negative
3058,`` flew first london seattle checked t5 escorted check-in desk checked quickly security quick million dollar door straight concorde room . lunch lounge think host finishing shift attentive service improved markedly staff took starter . good selection food drink relaxing start flight . boarding smooth u escorted seat 2e/f 2 together middle cabin . cabin crew side excellent could n't enough make flight comfortable . seat good food good quality wide selection drink available . flight passed quickly first plane meant first u immigration although queue within 5 minute bag first . excellent flight . `` ; ;,1,Positive
3059,`` flight ba 677 istanbul london heathrow club europe great flight wonderful crew club europe excellent service member crew update warm welcome name . meal good indeed great choice meal choose . throughout flight crew professional quick serve meal clear away meal item . although 767 showing sign age much prefer aircraft old style club europe seat compared new club europe rolled ba one like . wonderful flight great service could ask great crew ask keep 767 & go back old club europe . `` ; ;,1,Positive
3060,`` manchester jfk via heathrow back . positive experience although flight manchester heathrow delayed ( outside ba control ) constantly informed delay . attention detail excellent . ba upgraded flight request promptly without fuss ( silver wedding anniversary ) . flight attendant excellent food ( drink ) tasty . passenger somewhat critical ba satisfied service . `` ; ;,1,Positive
3061,`` travelled gatwick barbados boeing 777. seating good . many reviewer mention screen small limited amount film . overall staff good although one member staff forget give bread roll dinner asked . member staff also forgot requested drink . good boarding procedure disembarkment overall pleasant flight . `` ; ;,1,Positive
3062,`` bru-lhr-dfw-sat . bru-lhr : club europe smooth check-in friendly ground crew small clean lounge delicious croissant coffee greeted friendly cabin-crew gave u excellent service small flight starting hot towel tasting hot breakfast excellent tea seat comfortable narrow short flight . lhr-dfw : first class fast security process concorde room online reserved cabana island rest comfort . clean 777-300 greeted name flight crew excellent . flight service could n't better . food good amenity kit contains everything need 10-hours flight slipper pyjama comfortable . service private excellent request always smile asking everything alright . screen first still best good selection movie . dfw-sat : first class custom dallas electronic esta people 10 minute leaving plane waiting bag could recheck last domestic flight ! greeted friendly crew boarding old plane aa . offered hot towel glass champagne . friendly captain told u leaving gate problem taxi another gate technical support . 1 hour ( captain kept u informed ) took arrived short flight san antonio . `` ; ;,1,Positive
3063,`` first time flown ba say impressed . flew economy brisbane lhr return . via singapore outgoing trip hong kong return leg . experience much better previous flight taken competing airline . cabin felt spacious comfortable even economy . good range inflight entertainment staff extremely friendly helpful . cost flight little expensive airline satisfied service would preclude booking . would preference airline following trip along recommending others . `` ; ;,1,Positive
3064,`` ist-lhr called business class joke virtually indistinguishable economy decent airline seat crammed together recline properly sort entertainment whatsoever four hour flight . flown turkish royal jordanian emirate cathay pacific past couple month made contrast striking . never ! `` ; ;,-1,Negative
3065,`` short hop lcy-zrh . nice clean embraer 30 % full monday afternoon . time landed early decent pasta salad meal white wine flight . smooth efficient journey good price . `` ; ;,1,Positive
3066,`` sat-dfw-lhr-bru : first first club europe . sat-dfw : nice smooth check-in friendly ground crew lounge used priority pas enter united lounge . plane delayed one hour . boarding smooth greeted friendly cabin crew captain apologised delay . offered hot towel champagne crisp nut . short nice flight . landed small delay . dfw-lhr : first class lounge dfw basic far boarding gate . boarding smooth waiting flight crew greeting name guiding seat . champagne offered could take place seat . first class travel excellent flight . also time technical issue captain informed u every step excused several time delay landing london delay hour . cabin crew give feeling guest board giving private service demand . lhr-bru : club europe . concorde room online reserved cabana tasteful breakfast . private bathroom shower gave new revival boost . boarding yes excellent way short flight . hot towel decent food perfect service perfect crew . `` ; ;,1,Positive
3067,`` lgw-pisa . wrote positive experience week ago - lhr route pisa . pleased write ( wait ) another positive review . time `` old '' club europe better view . said shame ba produce something exceptional rather `` good '' come seat . lounge okay - crowded . flight left 10 minute late . nice meal board . really tasty fresh . nice smoked salmon . gin 's washed . friendly fa 's . smooth flight . gripe parked station outer airport - like ryanair . small hassle walk tarmac . bag given priority annoying . - good experience . `` ; ;,1,Positive
3068,`` excellent experience lhr hkg . bit apprehensive reputation found whole trip excellent . staff friendly helpful aircraft clean ife gave wide choice . drink offered half hour flight meal served within hour . would definitely travel ba . `` ; ;,1,Positive
3069,`` flew premium economy class singapore london 747 carrier . waste money . plane looked 100 year old nothing seemed work properly . entertainment system remote control stuck base removed sharp instrument . little screen showed blurred picture worth watching movie . crew nowhere seen '' called needed something call button cancelled remote control . stage went toilet went kitchen . crew talking laughing one sitting reading paper . shame ba . never ! `` ; ;,-1,Negative
3070,`` lhr-syd-lhr via singapore . n't flown ba long-haul fifteen year given rather negative review site approached experience trepidation . however need n't worried : everything tip-top on-line check-in bag drop lounge boarding on-time departure arrival leg prompt luggage collect . aircraft way newish 777-300er clean well maintained herring-bone seat configuration seem bit weird sector last row window seat facing backwards empty seat next able slip easily enough n't anyone facing . seat little narrow business class . comfortable lot storage space shortage pillow blanket '' ; ;,-1,Negative
3071,`` lhr-mad ba462 boeing 767-300er . full flight n't stop crew delivering superb customer service ! drink sandwich offered 30 minute take . second round drink offered . cheerful crew helpful friendly . pilot personally came greet passenger way . smooth take . landing could better . would definitely fly british airway ! `` ; ;,1,Positive
3072,`` short haul gatwick rome expectation . check quick vintage boeing 737. happy . supplied decent enough snack . drink service efficient . in- flight entertainment available able cope 2 hour without surely ? comfortable enough friendly service got time good price . add happy traveller . `` ; ;,1,Positive
3073,`` annual trip ath-phl via european city ( dep 18/3 return 19/4 ) time chose ba cheapest . first flight ba usa . soon choice tried select seat far front possible however asked pay 35 euro seat row . 27 . 35 euro almost end aircraft . end ba expensive others . flight ok punctual b777 really choice noisy staff service - one hostess excellent another ignorant unwilling . food usual penne rigate . complained ba via email however reply ever received . return flight row 30 noisy b777 penne rigate course good choice inflight entertainment . breakfast lovely frozen bread roll . yes frozen chilled . next choice course ba . `` ; ;,-1,Negative
3074,`` lhr-sfo-lhr . missed a380 leg 747-400. plane old well maintained clean complaint . outward leg excellent good food great cabin service . return leg lady front fully reclined seat immediately take went sleep leaving cramped space economy . even meal service cabin crew nothing alleviate situation . disappointed aspect also breakfast . many people site complained want hard croissant sweet cereal bar breakfast . ba listening ? `` ; ;,1,Positive
3075,`` heathrow bilbao . one ba 's new route ( although used fly route year ago b757 ) got return flight bargain â£74 . ba 's hand luggage fare europe offer good value wonder consider pricing tier long haul route ! a319 flight left heathrow terminal 1 closing june look feel like ghost town . 3 shop open day departure boarded . flight usual ba chaotic boarding process overall excellent flight even new seat uncomfortable certainly similar ryanair hardly space . appreciate ba 's offering sandwich short haul flight wonder whether passenger really need service nowadays . `` ; ;,1,Positive
3076,`` ncl-lhr return . great alternative rail travel sometimes expensive . check-in breeze side . new comfortable a320 cabin old one really aged . choice snack drink served option alcohol . delay arriving heathrow usual airport really capacity limiting ba airline . annoyed longer able choose seat hand-baggage fare ! `` ; ;,-1,Negative
3077,`` flew london heathrow rome fiumicino . flew route last year time excellent . time flight operated airbus a320 slim line seat looked brand new . comfortable short haul flight leg room sufficient . in-flight catering excellent . coffee bit weak sandwich delicious . time cheese ham doorstop white bread . expected good thing last year flat bread disappointed . cabin crew friendly efficient airport staff . boarding process fast efficient flight arrival destination aircraft jet bridge need board bus . flight departed arrived time . definitely fly ba . `` ; ;,1,Positive
3078,`` club europe lhr-ams . boarding process joke take bus aircraft . boarding lounge asked club europe gold silver come forward board bus let remaining passenger board bus made priority boarding total joke . follow process flight land remote stand separate bus use club europe passenger least departing club europe passenger would enjoy priority boarding . understand need time departure ba really need ensure priority boarding taking place club passenger receive . `` ; ;,-1,Negative
3079,`` ba 1321 newcastle heathrow 1/4/15 . check newcastle always fast efficient . board cabin crew great job welcoming everyone . great crew offering old school ba charm 's best small achievement considering early departure time . new `` compact '' seating seems new norm economy class travel short haul european flight . flight arrived t5 quite time remember hey ho bad . `` ; ;,1,Positive
3080,`` flew gatwick kingston 13/3/15 return 27/3/15 big disappointment climb stranger leg leave seat . option food available end meal run . need pay sit together separated husband next nice bloke happy move could sit together ba even try accommodate u . worth money virgin far superior lounge flight . never travel ba long haul warned n't waste money . `` ; ;,1,Positive
3081,`` ba1326 heathrow newcastle 22/4/15 . checked t5 agent train others . welcoming instantly struck conversation person credit company much needed one . good experience ended . punctuality reared 's ugly head . 've recorded repeatedly . departure delayed 45 minute . end world inconvenience happens regularly pretty much count . 's shame ba ca n't address issue get flight operating schedule majority time airline well able . board ba like tale two airline . crew excellent others lack professionalism behave rather strangely time . possibly may stem two tier mixed fleet system . whatever issue may crew quality service inconsistent . landed newcastle crew member announced flight 30 minute behind schedule ! well marvellous opinion . flown around world another airline able operate twelve thirteen flight either time ahead schedule say remain generally unimpressed . `` ; ;,-1,Negative
3082,`` hong kong london world . a380 - first time aboard must say impressed . much better experience emirate a380 . great mood lighting large window . nice number small cabin deck . friendly service crew . `` ; ;,1,Positive
3083,`` april 3 2015 sydney-lhr . staff quite attentive pleasant throughout sector . cabin looked new clean comfortable . ife fine although good cx . sitting window seat facing backwards fine . seat sitting comfortable enough although quite narrow . little storage awkward getting seat especially window . problem seat flat-bed mode . narrow turn . seat buckle middle . well passenger next would slam table tv monitor shut throughout flight design seat feel every movement . get comfortable put seat recline mode order sleep defeat whole purpose flat bed . well fold footstool completes end bed n't stable . ba charging premium seat squeeze 8 across ( compared 4 cx ) . making great deal amount real estate air . time deliver update . reason took fare great luggage offering ( needed occasion - 96 kg ) fact flying back first additional cost post separately . recommend airline overall service staff compensate . next time fly business cx . seat real let . `` ; ;,1,Positive
3084,`` 15th aug 2014 flight ba0272 . 3 friend flew san lhr ist . check baggage process took almost 2 hour completed . wonder would happen 5 hour flight . gave u ticket saw put u separately . could even manage sit u together . thinking could get worse missed lhr-ist flight waited queue 3 hour go hotel . clerk trying complete check-in 2 hour another clerk next managed complete half passenger process boarding plane learnt plane overbooked cl erk offering 800 dollar per person free accommodation volunteer passenger fly next plane . `` ; ;,-1,Negative
3085,`` april 15 lhr-sydney ( via singapore ) . flew first part promotion additional cost purchase business seat syd-lhr leg . really enjoyed concorde room terminal 5 lovely meal great service elegant space . term flight fa friendly helpful leg . went way make feel special guest . food good wine offering . seat comfortable roomy although lot le storage cx business seat . fact lot room much really useful . night fa disappear much time n't really come around ( except ) offer water/juice . whereas sq economy fa would check regularly throughout flight . course special fly first next time would happy fly cx business think really great value money seat maybe even comfortable . paid full fare flight think would questioning value money . `` ; ;,1,Positive
3086,`` ba662 31st march . ba662 14th april . ba make u think 'better quality ' . however flight cyprus disappointing term food offered . duration 4 hour acceptable offer 2 cold sandwich . `` ; ;,-1,Negative
3087,`` ba 730 lhr-gva 20 apr 15. fooling no-one new club europe business class seat - look nice - close together providing extremely poor legroom ! regular london geneva traveller go back flying swiss ! decision change almost bad stupid decision seat facing backwards club world face stranger climb others get seat . ca n't fly first class ba choose another airline remedy issue business class product rubbish ! `` ; ;,-1,Negative
3088,`` ba0010 world traveller 4 apr 2015. bangkok-heathrow ( london ) . ba0009 world traveller 17 apr 2015 heathrow ( london ) - bangkok . check staff unhelpful refused check luggage despite done first leg trip also met others flight allowed . plane old . cabin crew professional however compared middle eastern airline service wasnt nearly good . `` ; ;,-1,Negative
3089,`` lhr-bkk club b777 . fourth long haul leg ba last month far best flight . said still think product disappointing . 'm camp say seat highly uncomfortable . far narrow average sized person still find arm draped across arm rest trying sleep . simply ca n't keep arm side . little sleep . ife outdated awful . `` ; ;,-1,Negative
3090,`` lhr-ams-lhr club europe a321 . nice service short hop . think ba 's club europe product better long haul product . flat bed aircraft good condition cabin crew professional efficient genuinely nice . food actually edible cheese charcuterie plate . flight delayed due heathrow congestion amsterdam weather pretty good experience . `` ; ;,1,Positive
3091,`` lhr-phl ba067 19th april . one feature british airway ( ba ) flight attracted past breadth special-meal option . recently included `` seafood meal '' . indeed ten year ago ba fisherman 's pie option economy class horrible relentless chicken-or-pasta - boasted support british fishing industry - longer . seafood meal gone . ? ba response : `` 'd like inform meal removed due low volume many customer choosing option '' . indeed . seafood meal exists choice option . chicken-or-pasta . really would take offer `` cold seafood meal '' tuna-fish salad bread roll ? one reason choose ba gone . one reason fly middle eastern airline etihad still care service sort ba started abandon . `` ; ;,-1,Negative
3092,`` flew ba1385/175 man-jfk . first flight full smooth second flight old clean 747 good leg room . wifi food good . thinking landing early good flight landing aborted abruptly circled eventually captain said two warning light gone problem appeared rectified manner remained calm plane landed safely several around obviously anxious . `` ; ;,1,Positive
3093,`` lhr syd 1/3/15 ack lhr 14/3/15 . poor review little worry quality whether premium economy would worth extra cost . previously travelled cathay malaysian wondered ba would measure . pleasantly surprised . cabin plane clean staff mostly attentive ( hong kong leg heathrow staff worst 4 leg - ok n't seem overly interested going extra mile ) . taller person appreciated additional legroom recline although passenger front reclined tricky get seat . veggie meal generally tasty usual served prior everyone else - remind staff last leg offer drink served everyone else 's meal . film selection excellent - travelling shortly oscar season meant big nominated film available ! definitely pay pe long-haul . `` ; ;,-1,Negative
3094,`` experience return ba flight lhr tokyo narita april 2015 score low . used fly virgin atlantic journey business class past 10 year something compare fare always le 2 airline . conclusion get far better value service money business class virgin impression . ba t5 lounge photogenic reality quite 'basic ' cheap decor . selection food beverage limited . end got fed left lounge get better food wetherspoons ! since 'm small airline seat fine get good sleep . ba 'd still pay select seat despite paying thousand pound ! also middle aisle ba right next stranger awkward . ba give elemi kit . food : ba 'fixed ' option . dessert choose either 'cake ' 'cheese ' . . also different menu economy class . ba 's service felt extremely limited n't know name minimum service . ba disappointed . `` ; ;,-1,Negative
3095,`` return flight heathrow bologna last week reminded good ba short haul economy . even two-hour delay technical problem outgoing flight nothing change view . pilot kept u date happening . crew charming . ok snack sandwich flight pretty basic whole experience much civilized budget airline . `` ; ;,1,Positive
3096,`` gatwick thessaloniki return . outbound ok fantastic certainly bad . however ba scored return . check-in clerk prepared wife even though separate booking including ready printed lounge pass guest pas stapled . maybe little thing made difference . `` ; ;,1,Positive
3097,`` 17 april 2015 airbus a320 business heathrow lisbon . total waste money . food horrible . couple sandwich lousy bread served jam . entertainment system difference could find economy middle seat empty portable table placed arm rest . seat pitch pathetic could even get rest . disappointed choose tap instead british . `` ; ;,-1,Negative
3098,`` del-lhr ba 256. seat 17ab downstairs business class b747-400 g-bnly . aircraft old lady interior well maintained . age noticeable looking in-flight screen . become used clarity modern screen faded dim blurred old fashioned moving map flight information screen relic distant past . made several long haul flight ba business class recently decided n't like standard ba model business class seat . nowhere put small item like glass pen landing card . drawer floor level suitable shoe item want flight access need upright seat sit well forward lean . foot rest integrated seat one adjust preferred level . front seat pod flap lowered getting seat . strong used seat ottoman . clunky peculiar ba design feature enhances seat . individual seat feel narrow window seat pod facing aft accessed narrow entrance leading snug private space . thought coffin come mind . passenger row behind seat flat foot cross entrance stepped exit . seat 17b poor choice . aft set catering cupboard frequently accessed meal service washroom seems use almost continuously queue stretching past seat meal landing . good side seat well contoured comfortably padded . `` ; ;,-1,Negative
3099,`` 10 april 2015 airbus a320 business heathrow rome fco . total waste money . food `` tea '' entertainment system difference could find premium coach regular coach middle seat empty portable table placed arm rest . alcoholic beverage provided class 's nothing gained seat pitch pathetic aside middle seat empty benefit boarding de-planing first . n't waste money unless someone else paying . `` ; ;,-1,Negative
3100,`` flew ba256 delhi heathrow - usual ba issue repeated many time . firstly first cabin clean ( ) debris floor food still seat - 's pretty pathetic spend 5 minute cleaning area board ! food - food described truly awful ! honest would complaining received standard food economy - starter watery oily leek potato soup main two small lamb chop overdone gravy 6 tiny potato deflated pierced fork . bother desert ! afternoon tea served ( probably ) worst patisserie ever displeasure tasting - completely inedible . cabin crew good pleasant however offered bottled water 10 hour flight . would seem ba budget airline trying luxury failing horribly . surely management happy current standard struggling see level improvement ( take least 1 first class international flight every year ) . flown ba 15 year trying airline . lounge ( run ba used ba ) delhi good indeed . `` ; ;,0,Neutral
3101,`` 9 april 2015 ba 777 business class seattle usa - heathrow . check-in easy lounge good boarding pleasant . food quality good excellent film choice great . flat bed seat comfortable enough . breakfast little skimpy . major downside money pay business class pay choose seat booking . ba let choose seat 7 day advance mileage plan 1st elevated tier better member wait 24 hour ahead . course always fork another $ 113 pre-reserve seat . talk biting hand feed . `` ; ;,1,Positive
3102,`` flew first time ba 27/03/15 returned 06/03/15 . holiday st lucia gatwick booked kuoni usually fly virgin atlantic . always upgrade virgin premium economy larger luggage allowance premium economy experience virgin good . therefore booked ba world traveller plus expecting degree service . disappointment ! would advise wasting upgrade money . apart getting larger luggage allowance ba world traveller plus almost exactly world traveller . service way appalling ! seat old shabby uncomfortable offered bar service 8/9 hour flight ! drink plastic beaker staff seemed preoccupied business class customer time section . way back husband given seat 2 row apart check without told . noticed boarded aircraft . length flight upset apart everyone sat near single traveller asleep throughout 9 hour . seat back tv small tv n't work properly could n't even watch anything . aircraft badly need interior upgrade . never fly ba anywhere recommend experience anyone . `` ; ;,-1,Negative
3103,`` substandard food business class ( london mauritius ) arbitrary upgrade policy - could afford bus class return flight booked premium economy told bus way would get priority consideration way back . charging seat selection rip separated wife way ! `` ; ;,-1,Negative
3104,`` booked ba first realise putting vueling airline flying ba number . quite clearly airline bottom bucket airline service comfort . flying back barcelona uk knee wedged seat front lasted couple hour . food service pay indifferent expensive . sat middle plane n't get served . probably worrying thing besides extremely poor english cabin flight crew cabin staff apparent indifference seat right landing preventing passenger taking head luggage air landing passenger around aircraft moving . perhaps uk bucket airline bad . `` ; ;,-1,Negative
3105,`` ba 208 mia-lhr club . leg four seven leg ba adventure . another disappointment becoming commonplace . leg one bkk-lhr pre-assigned business class seat selected month departure mysteriously vanished gate . end ba needed seat family seated together . well good mind audacity charge passenger seat give away absolutely disgraceful . quiet traffic window seat upper deck quickly relegated high traffic aisle seat main deck right near lavatory galley ensuring sleep overnight flight . loyal oneworld emerald passenger honestly say ba really n't care u ( ) regard . csd sympathetic kind nobody else seemed care one bit . n't happened carrier year happened twice past week ba . moral story : never ever pay ba pre-assigned seat simply guarantee get pay . moral story part 2 : fly another carrier ca n't much worse ba . `` ; ;,1,Positive
3106,`` british airway could care le knew flight leeds heathrow diverted . queued two hour another flight two child told go heathrow coach toilet . nothing eat airport one knew happening . finally got heathrow put hotel meal could fly miami next day . total farce leeds lost day holiday two child consideration . await homeward journey monday hopefully better trip back . `` ; ;,-1,Negative
3107,`` travelled airbus 319 lyon back heathrow . new layout cramped . reducing legroom club europe removing one toilet rear crammed 11 seat . seat 25a b window placed toilet used . adjacent door one remaining toilet . pleasant . expect long queue use one remaining lavatory . also seem done away cooked breakfast european flight start 9.30am . `` ; ;,-1,Negative
3108,`` lgw la great trip 2/4/15 good food ife fine daytime trip wine flowing . trip made even better upgrade pe return journey staff found partner got engaged could n't nicer . everything great apart final leg dub gatwick n't send bag ( even though 6 hour layover ) preceded keep u hanging dub another 5 hour promise next flight next ground staff aer lingus great would fly . `` ; ;,1,Positive
3109,`` lhr-fra club europe . first part really review rant . travel lot work always try fly ba whenever possible lucky enough gold card annual vacation looking forward hopefully getting u ( wife plus 9 year old daughter ) first class lounge lhr nice start holiday sadly staff member door said . - yes know normally sign 1 guest 50+ flight year never sign anyone ! still joy-computer said . asked guy behind would mind signing wife lounge pointthe staff member told quite aggressively 'that protocol ' . walked away made feel like naughty kid . rest trip fine-in fact would go far say flight excellent-really friendly cabin crew made u feel welcome gave u good start holiday . actually would say ba best ( seen worst ! ) . score given reflect good service air ( would give almost full mark ground staff behaviour ) . `` ; ;,1,Positive
3110,`` travelled man-lhr-atl back . boarding man chaotic queue corridor ( probably ba 's fault ) . delayed departure lhr full 777-200. food wine good club world cabin cramped little space put anything . n't mind back front seating ( could look wife ! ) seat narrow comfortable sleeping . good attentive crew . wide variety films/music ife . return third party lounge ( club atl ) much better delta one . full flight similar outbound slightly early arrival lhr negated domestic flight delayed 90 minute due runway problem . `` ; ;,-1,Negative
3111,`` ba0676 ist-lhr boeing 767. euro traveller cabin . read review pre booked exit row seat 27a/b excellent choice . leg room superb 'm 1.90m ( 6 ' 3 '' ) tall could stretch right window . still old 767 though personal entertainment power . appeared newer seat ok surprisingly four hour flight passed quite quickly . food actually good crew superb . disappointing choice alcohol though jd rum . departed ist twenty minute late ten minute late lhr . well done ba better outward experience reviewed earlier . `` ; ;,1,Positive
3112,`` lgw-szg business class . sure point new reduced legroom club europe seat . ok breakfast able get breakfast lounge beforehand anyway . reason going ce £30 flexible economy ticket . big difference would n't bother . flight time . `` ; ;,1,Positive
3113,`` flew bangkok london heathrow 13th march . first time ever flown ba normally fly long haul virgin n't fly bangkok . offered upgrade last day big discount flight . world traveller plus good fab leg room comfy seat . nice food . managed sleep 5 hour quiet cabin . paid normal price worth extra money found economy seat flight home comfy good leg room . plane older 777 problem . clean staff attentive . nervous previous review need enjoyable flight . `` ; ;,1,Positive
3114,`` lhr-jfk/iad-lhr . superb round trip ( fair price ) economy ba . flight hour late taking weather excellent got going . fairly creaky 747 ife fine ( good film selection ) free booze flowed throughout . great curry food front . return real highlight new a380 joined fleet four week ago . large tv even bigger selection films/tv shows/games usual good free food ( shepherd 's pie ) drink ( red wine beer ) . comfy seat plenty leg room ( 'm six foot ) . service flight exemplary say think ba become really class act . `` ; ;,1,Positive
3115,`` flew 30th march 2015 lhr-yvr return school rugby tour ( 27 people ) . seat reasonably comfortable catered food request pork well . enjoyed . ife absolutely horrendous meet expectation british airways- outdated movie tv show 3 month . since flying boeing 747-400 seat per aisle made cabin feel quite cramped . one recommendation - put fewer seat per aisle ! even though negative flying outbound say return great . swapped seat another boy wanted sit next someone sat extra legroom seat . ife far better due window seat able sleep around 6 hour awoke breakfast/snack decent . food flavour quite spicy ( lentil masala ) still edible . although experience ba84 enjoyable heard many companion move seat working ife . one coach ordered orange juice cabin crew gave serving one would take away reason end said none left . flown cathay pacific manila preceding week said enjoyed thoroughly . one worst experience air travel especially due 6 ' 4 rather large . overall decent experience met expectation . improve british airway need start able compete airline like singapore emirate etihad cathay pacific qantas service level comfort definitely taken ba . `` ; ;,-1,Negative
3116,`` heathrow istanbul flight ba0676 club class . guessed going get saw service operated boeing 767. business club class total waste money seat economy . extra leg room width individual inflight entertainment seat power 's horrendous may well book euro traveller . seat seen better day cover place falling apart . food average opinion . plus side thing plane age ( oldest 767 ba got ) surprisingly good order staff friendly enough flight arrived ten minute late result . `` ; ;,-1,Negative
3117,`` lhr philadelphia return jfk . booked club world upgraded first avios . great service always first concorde room continues excel . `` ; ;,1,Positive
3118,`` shanghai london 17 mar . whole trip good . check procedure quick . boarding finished quickly . cabin staff helpful friendly . cabin quiet . temperature appropriate . enjoy flight . meal tasty drink quite good .luggage lost . really expect . `` ; ;,1,Positive
3119,`` flew warsaw heathrow . reasonable round . fairly nice sandwich drink . crew patient passenger thought inclusive hotel . busy flight . new seat extremely cramped . feel bit ryanair . boarding bit chaotic n't seat row . baggage started coming one carousel heathrow inexplicably move different one without warning announcement . `` ; ;,-1,Negative
3120,`` travelled london jo'burg back airbus 380 mixed experience . way premium economy pleasantly surprised spacious seat window locker slept well . return business different matter . truly shocked many seat crammed uncomfortable narrow seat lack privacy climb passenger 's foot vacate seat . premium price . shocking . cabin crew faultless aware passenger ' view cabin ! never . `` ; ;,1,Positive
